X,Y,OBJECTID,Cartegraph_ID,Cartegraph_Type,Year_Built,Ownership,X_Coordinate,Y_Coordinate,Comment,Field_Survey,Point_Confidence,File_Number,Watershed,Subdivision,Council_District,Map_Grid,INST_DATE,Rim_Elevation,East_Invert,West_Invert,North_Invert,South_Invert,STREET,PROP_GPIN,created_date,Conflict_in_structure,Pavement_Segment_ID,Stormpipe_Network_ID,Flushing_Maint_Year,CCTV_Maint_Year,last_edited_date
-8472741.4007,4413545.2138,73,04660-325,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12181903.5132923,3465548.88883664,NAVD88-JUN 2016-PW SURVEY,,SURVEY, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,F08,1978/01/01 05:00:00+00,10.53999996,5.69999981,5.69999981,6.80999994,0,HOLLAND RD (NB),14861596040000,,,0047-033,NET_ID_008973,,,
-8475734.5241,4412636.2397,74,17020-354,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12174094.6804848,3462971.57181281,FIELD BY DREW M. IMAGERY VERIFIED,,FIELD, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1974/01/01 05:00:00+00,0,0,0,0,0,OLD PRINCESS ANNE RD,14764219990000,,,4003-005,,,,
-8475235.9311,4412242.022,75,04680-1202,STORMWATER MANHOLE,1993,PRIVATELY OWNED,12175431.3700686,3461972.41895548,NGVD 29,,PLANS,E09-302,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,16,11.43000031,0,0,11.43000031,PRINCESS ANNE RD (NB),14765370710000,,,0089-090,,,,
-8475119.4987,4412316.4665,76,04680-1204,STORMWATER MANHOLE,1993,PRIVATELY OWNED,12175732.6004373,3462174.97563697,NGVD 29,,PLANS,E09-302,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,15.80000019,0,11.68000031,11.68000031,0,PRINCESS ANNE RD (NB),14765370710000,,,0089-090,,,,
-8475168.4801,4412492.1298,77,04680-1226,STORMWATER MANHOLE,2000,PRIVATELY OWNED,12175592.2936313,3462631.59677097,NGVD 29,,PLANS,E09-302,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2000/01/01 05:00:00+00,14.30000019,0,10.32999992,10.32999992,10.32999992,PRINCESS ANNE RD (NB),14765370710000,,,0089-090,,,,
-8473189.324,4412587.5803,78,04670-570,STORMWATER MANHOLE,2003,PRIVATELY OWNED,12180789.3285128,3463012.40375215, ,,PLANS,I14503,London Bridge Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,2003/01/01 05:00:00+00,14.19999981,2.18000007,7.78000021,0,0,WINDSOR OAKS BV(SB),14860390940000,,,0749-002,,,,
-8473178.5395,4412496.8932,79,04670-602,STORMWATER MANHOLE,2003,PRIVATELY OWNED,12180823.6781816,3462775.7241074, ,,PLANS,I14503,London Bridge Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,2003/01/01 05:00:00+00,14.5,0,11,8.01000023,8.01000023,WINDSOR OAKS BV(SB),14860390940000,,,0749-002,,,,
-8473238.7853,4412370.8781,80,04670-586,STORMWATER MANHOLE,2003,PRIVATELY OWNED,12180673.6187705,3462441.84485389, ,,PLANS,I14503,London Bridge Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,2003/01/01 05:00:00+00,14.39999962,0,10.94999981,8.68000031,8.68000031,WINDSOR OAKS BV(SB),14860246770001,,,0749-002,,,,
-8473295.4462,4412273.1863,81,04670-576,STORMWATER MANHOLE,2003,PRIVATELY OWNED,12180531.1088849,3462182.3453729, ,,PLANS,I14503,London Bridge Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,2003/01/01 05:00:00+00,14.19999981,0,0,9.93999958,9.93999958,WINDSOR OAKS BV(SB),14860246770008,,,0749-002,,,,
-8473301.9538,4412091.1896,82,04690-096,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12180526.0288425,3461705.47624789, ,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,,13.35000038,0,9.5,9.30000019,9.39999962,INDEPENDENCE BL (SB),14860156350000,,,0051-047,,,,
-8473253.938,4412039.1825,83,04690-090,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12180655.7087013,3461572.51654007, ,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 10,F09,,13.65999985,0,10.02999973,9.93999958,0,INDEPENDENCE BL (SB),14860165340000,,,0051-047,,,,
-8475788.8338,4412761.6705,84,04730-628,STORMWATER MANHOLE,1975,VIRGINIA BEACH PUBLIC WORKS,12173943.68538,3463296.34314489, ,,PLANS,E08-024,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1975/01/01 05:00:00+00,15.17000008,6.73999977,0,0,6.73999977,TIMBERLAKE DR,14764302450000,,,0719-001,,,,
-8474190.616,4413070.9758,85,04680-414,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12178125.0438151,3464211.41119665,Source:As-built Plan,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F08,,13.21000004,0,0,6.78000021,6.78000021,INDEPENDENCE BL (SB),14768315550000,,,0051-045,,,,
-8474103.8573,4412768.4043,86,04680-656,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178373.0633322,3463425.12274298,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.39999962,13.73999977,13.43999958,8.67000008,8.67000008,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474101.0672,4412744.5075,87,04680-638,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178381.9730913,3463362.75278898,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.75,0,11.28999996,8.89000034,8.89000034,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474119.2679,4412815.5355,88,04680-598,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178329.4433407,3463547.47781323,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.10000038,0,13.23999977,7.9000001,7.9000001,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474107.9281,4412835.4517,89,04680-588,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178357.9432837,3463600.36254998,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.89999962,0,11.51000023,8.30000019,8.30000019,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474039.823,4412818.2695,90,04680-578,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178538.1230415,3463559.89248656,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.5,10.72000027,0,10.72000027,10.72000027,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474224.9667,4412901.5994,91,04680-486,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178045.893711,3463765.77199607,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.30000019,8.71000004,8.71000004,0,13.09000015,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474236.8269,4412907.6638,92,04680-470,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178014.3140497,3463780.86218898,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.39999962,8.80000019,8.80000019,13.07999992,0,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474301.5949,4412858.4076,93,04680-452,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12177847.2842001,3463647.64231107,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,14.76000023,0,9.60999966,9.60999966,9.60999966,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474081.9017,4412686.0258,94,04680-626,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12178436.2131403,3463210.93321073,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.64999962,10.59000015,10.59000015,10.59000015,10.59000015,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474272.0036,4412693.7185,95,04680-522,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12177935.9241146,3463218.49323498,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.75,10,10,10,0,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474259.4963,4412712.8812,96,04680-528,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12177967.5441301,3463269.4829624,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15.89999962,13.34000015,0,8.26000023,8.26000023,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8474342.4078,4412720.6831,97,04680-504,STORMWATER MANHOLE,2004,PRIVATELY OWNED,12177749.0544096,3463284.42322123,NGVD 29,,PLANS,F09-600,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2004/01/01 05:00:00+00,15,10.63000011,10.63000011,13,0,SANIBEL CIRCLE,14768315550000,,,P1666-001,,,,
-8473422.1931,4412221.6183,98,04690-122,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12180201.2827729,3462038.93785131, ,,PLANS,F09-036,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,1982/01/01 05:00:00+00,15,0,8.63000011,8.63000011,0,INDEPENDENCE BL (SB),14860129560000,,,0051-046,,,,
-8474873.9672,4411823.6985,99,04680-1040,STORMWATER MANHOLE,2001,PRIVATELY OWNED,12176410.5101707,3460901.16650482,NGVD 29,,PLANS,E09-514,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2001/01/01 05:00:00+00,15,0,8.22999954,7.19999981,0,PRINCESS ANNE RD (NB),14766017480000,,,0089-089,,,,
-8475115.573,4411849.101,100,04680-1104,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12175773.6019957,3460951.73202048,NGVD 29,,PLANS,E09-613,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,12.27000046,0,8.72999954,0,8.72999954,PROVIDENCE RD,14765133530901,,,0094-001,,,,
-8475125.6131,4411844.1462,101,04680-1106,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12175747.5292132,3460938.09884565,NGVD 29,,PLANS,E09-613,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,12.27000046,9.27000046,0,9.27000046,0,PROVIDENCE RD,14765133530901,,,0094-001,,,,
-8475268.2718,4411771.005,102,17020-350,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175377.2438645,3460737.21702956, ,,PLANS, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,13.13000011,8.89000034,0,8.78999996,8.82999992,PROVIDENCE RD (WB),14765133534449,,,0094-001,,,,
-8475110.7739,4411866.6545,103,04680-1110,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12175785.067524,3460998.00226915,NGVD 29,,PLANS,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,-99,5.57000017,8.85000038,5.57000017,5.76999998,PRINCESS ANNE RD (SB),14765192910000,,,0092-026,,,,
-8475238.2313,4412160.1073,104,04680-1130,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175430.6971697,3461757.82752115,NGVD 29,,PLANS,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,15.32999992,9.60000038,0,6.9000001,6.9000001,PRINCESS ANNE RD (SB),14765178960000,,,0092-026,,,,
-8475282.9013,4411775.6487,105,17020-344,CONFLICT MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12175338.4745851,3460748.40992056,"CONFLICT W/ 20"" WATER MAIN",,PLANS, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1980/01/01 05:00:00+00,13.40999985,8.43999958,8.44999981,0,0,OLD PRINCESS ANNE RD,14765027640000,,,4003-002,,,,
-8475277.0838,4411779.1901,106,17020-346,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175353.5378752,3460758.06442881, ,,PLANS, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,13.89999962,8.61999989,8.47999954,9.19999981,8.56000042,OLD PRINCESS ANNE RD,14765133534449,,,4003-002,,,,
-8473500.3981,4412304.4566,107,04690-114,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12179990.1998617,3462250.60507889, ,,PLANS,F09-036,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,1982/01/01 05:00:00+00,14.28999996,8.34000015,8.32999992,0,9.80000019,INDEPENDENCE BL (SB),14769293110000,,,0051-046,,,,
-8475382.738,4412447.712,108,04680-1160,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175031.9053164,3462501.20431523,NGVD 29,,AS-BUILT/INSPECTORS COPY,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,15.19999981,11.30000019,8.68000031,11.5,8.68000031,PRINCESS ANNE RD (SB),14765370710000,,,0092-025,,,,
-8474669.5118,4412568.6121,109,04680-958,JUNCTION BOX,2005,PRIVATELY OWNED,12176899.0912146,3462864.72852255,"NGVD 29 ; PVC JUNCTION BOX",,PLANS,E09-603,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,E09,2005/01/01 05:00:00+00,15.5,10.5,12.05000019,0,0,HEALTHY WY (WB),14766278150000,,,6484-001,,,,
-8474626.9085,4412451.8526,110,E9523-61B,STORMWATER MANHOLE,1999,VIRGINIA BEACH PUBLIC WORKS,12177018.7763426,3462561.89349832,NGVD 29,,PLANS,E09-523,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,1999/01/01 05:00:00+00,-99,10.75,10.90999985,10.75,10.75,PLAZA TR S(SB),14878335640000,,,0760-007,,,,
-8474553.6466,4412608.4099,111,04680-100,STORMWATER MANHOLE,1999,VIRGINIA BEACH PUBLIC WORKS,12177201.0892982,3462976.56196031, ,,IMAGERY,E09-507,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,1999/01/01 05:00:00+00,15,4.5,0,5.42999983,2.95000005,PLAZA TR S(SB),14766278150000,,,0760-007,NET_ID_017398,,,
-8474625.6815,4412579.0762,112,04680-942,STORMWATER MANHOLE,2005,PRIVATELY OWNED,12177013.6352768,3462895.01553547,NGVD 29,,PLANS,E09-603,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,2005/01/01 05:00:00+00,14.80000019,0,10.14999962,9.19999981,4.75,HEALTHY WY (WB),14766278150000,,,6484-001,,,,
-8457035.9199,4415804.6814,113,29050-270,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12223030.8539377,3472537.65471473, ,,IMAGERY,M07-155FF,Oceanfront,NO ASSOCIATED SUBDIVISION,District 5,M07,1993/01/01 05:00:00+00,10.01000023,5,4.48999977,0,0,ATLANTIC AVE (NB),24273224032300,,,0006-002,,,,
-8475481.7604,4412718.6941,114,04730-606,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174753.8031823,3463204.04706964,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.39999962,0,0,11.56999969,11.56999969,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475343.3631,4412538.0489,115,04680-022,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12175129.5005936,3462740.2789683,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,16,0,13.23999977,13.43999958,11.60999966,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475409.0458,4412571.6769,116,04680-018,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174954.6111796,3462823.98286915,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,14.85000038,11.43999958,13.39999962,11.43999958,11.18999958,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475388.6282,4412575.4874,117,04680-016,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12175008.0405347,3462835.30240031,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,16,0,11.52000046,13.89999962,13.85000038,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475416.7484,4412617.8251,118,04680-014,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174931.3349795,3462944.27987264,NGVD 29,,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.39999962,14.11999989,13.47999954,13.47999954,11.61999989,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475467.7453,4412672.8732,119,04730-610,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174793.6528401,3463085.02335756,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.39999962,13.80000019,11.56999969,11.81999969,0,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475464.2052,4412690.1163,120,04730-608,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174801.8296611,3463130.39432982,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.80000019,0,0,13.35999966,12.03999996,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475306.3096,4412568.6948,121,04680-042,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12175224.9065708,3462822.94317307,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,16,10.64999962,14.06999969,11.61999989,0,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475322.6349,4412629.0583,122,04680-038,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12175178.0270714,3462979.88413215,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.85000038,11.11999989,0,11.5,11.11999989,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475508.3607,4412617.3902,123,04730-590,STORMWATER MANHOLE,1997,VIRGINIA BEACH PUBLIC WORKS,12174690.5100018,3462937.10993947,NGVD 29,,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,13.53999996,0,10.35000038,10.28999996,10.28999996,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475443.7207,4412748.1973,124,04730-604,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174851.8761489,3463283.78247447,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,14.75,11.85000038,11.85000038,0,11.85000038,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475429.4566,4412731.7501,125,04730-602,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174890.45514,3463241.6677293,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.80000019,12.25,13.02999973,12,0,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475415.9426,4412751.9383,126,04730-600,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174924.6601241,3463295.40449847,NGVD 29,,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,14.85000038,0,12.07999992,12.07999992,12.07999992,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475420.6776,4412768.7399,127,04730-596,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174911.1099543,3463339.07435864,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,14.80000019,0,0,0,12.47000027,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475402.4978,4412723.0639,128,04730-598,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12174961.899879,3463220.70484473,"NGVD 29 ; MH w/ grate top",,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,15.39999962,12.60000038,0,12.5,12.60000038,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475355.4828,4412674.1641,129,04680-034,STORMWATER MANHOLE,1997,PRIVATELY OWNED,12175088.7103209,3463095.79531765,NGVD 29,,PLANS,E09-500,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1997/01/01 05:00:00+00,16.20000076,11.23999977,0,13.69999981,13.60000038,PRINCESS ANNE RD (NB),14764390900000,,,0089-090,,,,
-8475320.3566,4412346.2953,130,04680-1148,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175202.5637677,3462239.82491672,NGVD 29,,PLANS,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,15.80000019,11,12,8,8,PRINCESS ANNE RD (SB),14765370710000,,,0092-025,,,,
-8475502.9535,4412282.9682,131,04680-1322,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174726.6460844,3462062.02179465, ,,PLANS, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,,0,0,0,0,0,OLD PRINCESS ANNE RD,14765200020142,,,4003-004,,,,
-8475302.802,4412308.6194,132,04680-1142,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12175251.1883424,3462142.35299881,NGVD 29,,PLANS,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1993/01/01 05:00:00+00,14.5,11.19999981,11.19999981,7.69000006,7.69000006,PRINCESS ANNE RD (SB),14765370710000,,,0092-026,,,,
-8475068.9016,4411589.7883,133,04680-1016,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12175913.3382648,3460275.93908073,NGVD 29,,AS-BUILT/INSPECTORS COPY,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,13.43999958,0,0,4.51000023,3.94000006,OLD PRINCESS ANNE RD,14766003310000,,,4003-001,,,,
-8474935.2935,4411945.4965,134,04680-306,STORMWATER MANHOLE,2000,VIRGINIA BEACH PUBLIC WORKS,12176241.267399,3461215.9772269,NAVD 88,,PLANS,E09-613,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2000/01/01 05:00:00+00,13.68000031,0,0,9.39000034,9.27999973,PLAZA TR S (NB),14878335640000,,,0101-001,,,,
-8474989.8483,4411664.4003,135,04680-1025,STORMWATER MANHOLE,2001,VIRGINIA BEACH PUBLIC WORKS,12176116.2929114,3460476.48592372,NGVD 29,,PLANS,E09-514,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2001/01/01 05:00:00+00,13.03999996,4.48999977,5.42000008,7.53999996,5.42000008,PRINCESS ANNE RD (NB),14766151540034,,,0089-089,,,,
-8475008.2788,4411707.0917,136,04680-1098,STORMWATER MANHOLE,1999,VIRGINIA BEACH PUBLIC WORKS,12176065.0302186,3460587.03491522,NGVD 29,,PLANS,E09-514,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1999/01/01 05:00:00+00,12.92000008,9.13000011,0,0,9.13000011,PRINCESS ANNE RD (NB),14766151540034,,,0089-089,,,,
-8474956.4844,4411593.5531,137,04680-1190,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12176208.6700232,3460293.21004356,NGVD 29,,PLANS,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,14.10000038,0,0,6.11000013,6.11000013,PRINCESS ANNE RD (NB),14766075150000,,,0089-089,,,,
-8474874.5389,4412001.8754,138,E9523-42,STORMWATER MANHOLE,2000,VIRGINIA BEACH PUBLIC WORKS,12176397.2998953,3461367.57994206,NAVD 88,,PLANS,E09-613,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2000/01/01 05:00:00+00,14.85000038,0,11.86999989,10,9.96000004,PLAZA TR S (NB),14878335640000,,,0101-001,,,,
-8474112.0574,4411866.6039,139,04690-186,STORMWATER MANHOLE,1977,VIRGINIA BEACH PUBLIC WORKS,12178410.9280859,3461063.84104823, ,,AS-BUILT/INSPECTORS COPY,F11-007,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 1,F09,1977/01/01 05:00:00+00,12.35000038,6.90999985,6.90999985,0,7.69999981,LUMBERJACK DR,14768130620000,,,3492-001,,,,
-8475022.4568,4411654.1807,140,04680-1018,JUNCTION BOX,1982,VIRGINIA BEACH PUBLIC WORKS,12176031.2271366,3460447.58046973,NGVD 29,,AS-BUILT/INSPECTORS COPY,E08-054,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,1982/01/01 05:00:00+00,14.89999962,5.07999992,4.75,4.75,11,PRINCESS ANNE RD (SB),14766003310000,,,0092-027,,,,
-8475031.0786,4411760.1365,141,04680-1026,STORMWATER MANHOLE,2001,VIRGINIA BEACH PUBLIC WORKS,12176001.5998993,3460724.40012605,NGVD 29,,PLANS,E09-514,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,2001/01/01 05:00:00+00,12.57999992,8.40999985,8.40999985,0,0,PRINCESS ANNE RD (NB),14766017480000,,,0089-089,,,,
-8475076.3292,4411582.7943,142,13160-358,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12175894.268093,3460257.13924956, ,,PLANS, ,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 1,E09,,13.73999977,0,0,3.92000008,3.92000008,OLD PRINCESS ANNE RD,14765091050000,,,4003-001,,,,
